AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.851620731788 (0.00328461367815),0.935966666667 (0.00100509811572),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=200, random_state=None)",0.445303131246 (0.0119593900985),0.350902576345 (0.0102257226548),0.232004146728 (0.00652215219758),0.197514683857 (0.00554428118789),0.123560967841 (0.00282715468968),0.0869546152391 (0.0021095762641),0.0777155066289 (0.00185441300344),0.333323364443 (0.00306691475295),0.525409949463 (0.00643145191168),0.695123845664 (0.00533239718226),0.73892659601 (0.00671736084808),0.925452294544 (0.0053948872901),0.975963755604 (0.00353700036945),0.989145317999 (0.0019094183898),0.381206980831 (0.00561157295896),0.420719949602 (0.00871436686813),0.347858591724 (0.00781091130124),0.311680084209 (0.00728905502542),0.218000064425 (0.00437659345373),0.159675240403 (0.00356512257651),0.144102789455 (0.00318335017097),0.290335321426 (0.0509871911548),20.8889861584 (5.7036111091)
0.850595620616 (0.00315476204664),0.9357 (0.00124239911283),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=50, random_state=None)",0.444567221018 (0.0113918117039),0.348884475773 (0.00995761916893),0.228773218392 (0.00578564895826),0.196179950563 (0.00545100629832),0.12266815306 (0.00274419513509),0.0866156037363 (0.00223469311429),0.0772125175533 (0.00153182829085),0.333228288492 (0.00325544194012),0.522923655427 (0.00672879971144),0.693876250261 (0.00815018983969),0.738796613232 (0.0063118694352),0.924930442343 (0.00490610928756),0.976564944897 (0.00313819099241),0.989837914568 (0.00125093571204),0.380877269378 (0.00540356345947),0.418471748294 (0.00850941998971),0.344069764471 (0.00718921339517),0.310010128123 (0.00728025168715),0.216598149233 (0.00431425040585),0.15911037952 (0.00377465411814),0.143246723414 (0.00263074271279),0.115708732605 (0.00886076668648),7.82366962433 (0.452663090497)
0.836426225125 (0.00314929516679),0.934673333333 (0.00134683167306),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446331995519 (0.019798404288),0.344923007545 (0.00794780069691),0.227559130432 (0.00783311309679),0.194509744217 (0.00506135259376),0.116876253128 (0.00317106267064),0.0806142592156 (0.00480217769295),0.0733272941854 (0.00232497028164),0.337506149762 (0.0121139960866),0.528137701126 (0.0116347787745),0.7021333907 (0.0112709845043),0.760702451359 (0.0108688542),0.904494123766 (0.00515267162425),0.960165804533 (0.00474529437147),0.971003786351 (0.004723385298),0.384326268979 (0.014811948555),0.417205557234 (0.00694998650256),0.343634831605 (0.00911149224957),0.309785122604 (0.00707740655814),0.20698827981 (0.00497362162781),0.14869722945 (0.00813171394263),0.136346283396 (0.00399144865209),0.00428805351257 (0.000675399877051),0.511548423767 (0.0430315404668)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.848240504671 (0.0032912654541),0.9352 (0.00122510770502),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=25, random_state=None)",0.444142664993 (0.0116826937132),0.339237862541 (0.0111935347226),0.22093266189 (0.00794920300984),0.193670030241 (0.00738822118479),0.121258903165 (0.00263850102295),0.0842486463592 (0.00275563037241),0.0757328436616 (0.00173065944074),0.333032380008 (0.00271032672653),0.526947853166 (0.00382592682698),0.692574944737 (0.00953444524395),0.739815165441 (0.00741590889043),0.92540837913 (0.005255509837),0.977083507979 (0.00406960858607),0.991538728288 (0.000821182668827),0.380587021592 (0.00514601443521),0.412644399717 (0.00847797912345),0.334947430354 (0.00993506235213),0.306915078602 (0.00955404845669),0.214410217994 (0.00411745154898),0.155108789658 (0.00466217277173),0.14071268719 (0.00298481854598),0.0646356582642 (0.00529425888122),4.13675866127 (0.0884369493242)
0.835786933368 (0.00329410397685),0.934113333333 (0.00160369018898),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446474789282 (0.0209693435744),0.343136484914 (0.00862532271183),0.219683022166 (0.00790846226223),0.193356499174 (0.00594369056842),0.112991895785 (0.00295493199005),0.0824317619311 (0.00286817507366),0.0708773214719 (0.00264060867712),0.336974388773 (0.00992901283355),0.517252012182 (0.0073127886325),0.703675500538 (0.0111934712192),0.759278985262 (0.0111310102057),0.906652493198 (0.00900919238663),0.964147358028 (0.00376185778385),0.980283010495 (0.00419831417526),0.384023039234 (0.0139530513959),0.412509141874 (0.00710936526511),0.334747848205 (0.00930338945822),0.308153121242 (0.00737715105028),0.2009229568 (0.00462028854241),0.151862314077 (0.0048265728088),0.132183094718 (0.00457283136468),0.00447273254395 (0.000430910671941),0.328416919708 (0.0401539326268)
0.83497882654 (0.00566193343171),0.93472 (0.00178146007533),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442344274849 (0.0202483912315),0.342134183249 (0.0108731105991),0.218957335094 (0.00623255146058),0.196598868719 (0.00940384038515),0.117051219976 (0.00237687139358),0.0822351326104 (0.0019480518694),0.0747628679419 (0.00112147776521),0.350006769784 (0.010261200692),0.519405595089 (0.00960506869274),0.715082903326 (0.0151321512703),0.757373710127 (0.00625301788977),0.901894864547 (0.0115951003044),0.958180823738 (0.00597759524733),0.968762072201 (0.00682837363916),0.390397105996 (0.00780164364815),0.412452526616 (0.0097117671019),0.335133472021 (0.0063484834856),0.312062952889 (0.0121720971995),0.207191881716 (0.00355603564805),0.151463865943 (0.00330475537607),0.138810416909 (0.00193159439742),0.0036937713623 (0.000253970444756),0.291029167175 (0.0157231003248)
0.830178842891 (0.00674169528371),0.934573333333 (0.00116798021292),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.443963600518 (0.0102002327884),0.342435619723 (0.0120877551147),0.219401659528 (0.00915863799965),0.196304676996 (0.00620120796092),0.117289266541 (0.00270696321597),0.0819160798073 (0.0026453931796),0.072660565751 (0.0031743945194),0.340266308069 (0.00811178414599),0.517019788569 (0.0117862782776),0.699181445499 (0.0185338442295),0.747312346846 (0.00892094760187),0.897942474566 (0.00786269418338),0.952336592705 (0.00824917034286),0.965254020734 (0.00515920106811),0.385156522316 (0.00653596497408),0.411933295972 (0.0116727436962),0.333762587866 (0.00940380056218),0.310855811831 (0.00747215799302),0.207469166453 (0.00434005849593),0.150842809232 (0.00446734972647),0.135131033421 (0.00548704893436),0.00686812400818 (0.00340285025615),0.445408201218 (0.0309876529501)
0.822548748082 (0.00645696280918),0.934666666667 (0.00156815532111),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.447050447533 (0.0187392270107),0.34015828306 (0.010602933348),0.222225330181 (0.00675269271178),0.195075715569 (0.00662788604373),0.11629397362 (0.00275813647915),0.0811092601624 (0.00276727352561),0.0723903740586 (0.00148698349589),0.345326765453 (0.00817561011631),0.516725944827 (0.00904253586528),0.691370649814 (0.0057150924995),0.742286603183 (0.009315969836),0.885847506894 (0.00982051514694),0.942249936583 (0.00779752575156),0.953774535467 (0.00597688805461),0.389521339071 (0.0104783103352),0.410191773324 (0.00972785203549),0.336291767491 (0.00796731384295),0.308882946389 (0.00823089102026),0.205577823529 (0.0041947477819),0.149344716853 (0.00464155880925),0.134563037198 (0.00256522038991),0.0052216053009 (0.000962355736753),0.4521900177 (0.0255089635952)
0.827198501795 (0.00430443020883),0.9343 (0.00107538106941),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.437282166636 (0.0157717385611),0.340253117862 (0.00721754587721),0.220572690963 (0.00572083493816),0.193322024724 (0.00575133520977),0.115466220729 (0.00208059742342),0.0791583453214 (0.00438421606971),0.0728793818297 (0.00227084926752),0.335946855752 (0.00819731569284),0.514639959004 (0.00802375360789),0.70460247841 (0.00757197022324),0.753310169934 (0.0124439792857),0.892956733992 (0.00950146103622),0.950571738361 (0.00519419478071),0.961039839941 (0.00294923942446),0.379851570844 (0.00924321058348),0.40962300311 (0.0068349798259),0.335936516084 (0.00697648419997),0.307615550253 (0.00719350545815),0.20448113573 (0.0032743794281),0.146108801946 (0.00740563592354),0.135474771517 (0.00391042682995),0.00469851493835 (0.000630306147381),0.469256591797 (0.0674367235959)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.83211881156 (0.00705837229528),0.93416 (0.000998087059218),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442196398424 (0.0181199396727),0.338906546562 (0.00987700509992),0.222242693326 (0.00759353278229),0.193423180917 (0.00638980618661),0.114026806477 (0.00422893830594),0.0799950695233 (0.0033857726255),0.0716430435013 (0.00215470109317),0.342649807838 (0.0211644627818),0.514218052885 (0.00903536655127),0.70020727115 (0.0214796907015),0.752457048627 (0.0173615604758),0.900339334611 (0.0138532865709),0.9616329986 (0.0114056854393),0.975472306982 (0.00533775956537),0.385974880294 (0.0193197792027),0.408509785486 (0.00945092546067),0.337211295317 (0.0079333244306),0.307625422299 (0.00758555286744),0.202375504043 (0.00657532540086),0.147674647988 (0.00568793173089),0.133473897679 (0.00372883251436),0.00583577156067 (0.00316050531409),0.321879243851 (0.0245406895956)
0.84071813126 (0.0038834340398),0.934766666667 (0.00132211951048),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442735095882 (0.0199873745981),0.335653913056 (0.0110803877125),0.223611142643 (0.00619767961746),0.198018020078 (0.00406088948164),0.11696100459 (0.00394042276033),0.0834337108905 (0.00105027637565),0.0735229836013 (0.00354760894928),0.339546886999 (0.0060085555461),0.522054900036 (0.00587366353153),0.705503691605 (0.01557596673),0.760212124186 (0.00706396066973),0.910272828931 (0.00942934357662),0.964705748428 (0.00484610932756),0.980567007195 (0.00322374879061),0.384210914657 (0.0104652682262),0.408435580997 (0.00741177942774),0.33945479294 (0.00602060287324),0.314166962635 (0.00507608423712),0.207258358512 (0.00612491794288),0.153583829836 (0.00184015387257),0.13676774911 (0.0061384905255),0.00463418960571 (0.000643351839297),0.343038034439 (0.0177061058561)
0.834993467108 (0.00417836271448),0.9345 (0.00103387082795),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.434727404308 (0.00808710968427),0.337570689868 (0.00529089201505),0.225996717962 (0.00622498713591),0.193961016704 (0.00791191485432),0.116568349344 (0.00292545233258),0.0805105700224 (0.00250492771351),0.0747808506262 (0.00206793891949),0.338268160592 (0.013115715038),0.515332348611 (0.0120321822999),0.693111930585 (0.0121717165304),0.757004586221 (0.0135786754623),0.902465082768 (0.00532802117834),0.963887593262 (0.00646652746333),0.973765907746 (0.00677060573891),0.380390907238 (0.0104987628945),0.407900111874 (0.00705572202691),0.340740062566 (0.00608573149975),0.308647499033 (0.00937374684095),0.2064496843 (0.00447317256731),0.148593779401 (0.00419088827569),0.138885665562 (0.00352629529497),0.0046977519989 (0.000790382702746),0.333196210861 (0.0214629513855)
0.840829899796 (0.00517371056002),0.934733333333 (0.00117208266678),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.439418894139 (0.0115972144985),0.336892162882 (0.00895647984382),0.226080719347 (0.00797251301099),0.193444986054 (0.00872049142304),0.114739653495 (0.00334969169267),0.0786531636797 (0.0077662000382),0.072066235815 (0.00472458685108),0.33957901233 (0.0101718406636),0.511114088908 (0.0125676856888),0.703161574154 (0.011832280561),0.769146155212 (0.0138195872657),0.914506647269 (0.0121630335325),0.973602210445 (0.0108800928065),0.985098307111 (0.00594073715113),0.383024750632 (0.00946165596919),0.405977235412 (0.00767325644189),0.342029981234 (0.00878521648156),0.308977214799 (0.0107142299851),0.203870401312 (0.00516834482538),0.145430379957 (0.0133070183883),0.134263779128 (0.0081733843972),0.00449895858765 (0.000547780100582),0.341215610504 (0.0266313313059)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.792621965397 (0.00441625902254),0.78294 (0.0121245462687),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42145236509 (0.0121654493916),0.312029323559 (0.00939095765615),0.202499583403 (0.00695137894323),0.175416611119 (0.00543195054665),0.112139190721 (0.00295047930679),0.0846984578463 (0.00221418072947),0.0767185600565 (0.00181008023757),0.315507243089 (0.00655358155716),0.466925408197 (0.00409403980593),0.605883331368 (0.00724712743304),0.65609155087 (0.00569506985863),0.838907912444 (0.00770268724949),0.950390225163 (0.0048604767784),0.975677875337 (0.00299072323939),0.360813961975 (0.00781502245153),0.374025094949 (0.00783557551318),0.303514258166 (0.00865486204612),0.276794254724 (0.00721119070911),0.197821517986 (0.00468275526775),0.155528898745 (0.00376776292165),0.142246173015 (0.00311032380739),0.00141983032227 (0.000234553789203),0.990277051926 (0.14945940217)
0.791665787769 (0.00553920878645),0.7751 (0.0044105429245),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.422385076616 (0.0114388679714),0.31136287904 (0.00960142803783),0.20076653891 (0.00583131373457),0.174323423544 (0.00504884164929),0.112059196054 (0.00288825186013),0.0846984578463 (0.00222929379561),0.0766950315674 (0.00178058144577),0.316205913695 (0.00579486543654),0.465916041676 (0.00381091391936),0.600792862618 (0.00641699884138),0.652052001166 (0.00649327130753),0.83833323608 (0.00889774996254),0.950389846218 (0.0055810641416),0.975388994351 (0.00347453886074),0.361612679042 (0.00696425750931),0.373222243573 (0.00801080065322),0.300928444471 (0.00707556307777),0.275073589232 (0.0066698585497),0.197681063517 (0.00458971239199),0.155528892828 (0.00379735385522),0.14220265713 (0.00305635748422),0.00151700973511 (0.00019892817587),1.18695116043 (0.193154989455)
0.792625492625 (0.00661561730533),0.787706666667 (0.0319022353797),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420519653564 (0.0118310315152),0.310829723426 (0.00812789133671),0.20179970005 (0.00564313208166),0.175016664445 (0.00427641732822),0.112232517832 (0.00301077180842),0.0847517888094 (0.00212897519258),0.0767264028862 (0.00175801886626),0.314823985219 (0.0069402617224),0.465176458423 (0.00318270165349),0.60397112097 (0.0111010822431),0.654760128961 (0.00945024311613),0.839606375671 (0.00890382280731),0.951013389885 (0.00472979112758),0.975796855344 (0.00398097635248),0.360025004257 (0.00788591052426),0.37260174762 (0.00636140190235),0.302487765713 (0.00716373509714),0.276177611815 (0.00564974630127),0.197986174936 (0.0048012928187),0.155627155707 (0.00361161332226),0.142260916437 (0.00301514890994),0.00155158042908 (0.000187310922183),1.01218719482 (0.141016026403)
0.791225681508 (0.00560648701954),0.775233333333 (0.00524870354363),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421052631579 (0.0123781203598),0.310496501166 (0.0093478198421),0.200299950008 (0.00597302231421),0.17427009732 (0.00520811862876),0.112072528498 (0.00284403261137),0.0846984578463 (0.00223637048726),0.0766708999966 (0.00177202074439),0.315202055721 (0.00651028827844),0.464629175886 (0.00367568006336),0.599388867557 (0.0069661352364),0.651841258092 (0.00709907502482),0.838432823487 (0.00807487914806),0.950385814141 (0.00525026834058),0.975091154589 (0.00319914163249),0.360467870309 (0.00789554462346),0.372186789356 (0.00773643069921),0.300228139889 (0.00730950188184),0.274988442084 (0.0069291426507),0.197704584087 (0.00450352885877),0.155528838878 (0.00380918671972),0.14215801082 (0.00304005083557),0.00152707099915 (0.000263656325939),0.565778636932 (0.120770240351)
0.791065696739 (0.00543715134484),0.774146666667 (0.0045735762812),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.421052631579 (0.0123781203598),0.310429856714 (0.00933165124503),0.200133311115 (0.0060174871139),0.174083455539 (0.00506697343112),0.112085860943 (0.00286123080941),0.0847073463402 (0.00222904570447),0.0766715030783 (0.00177209773884),0.315202055721 (0.00651028827844),0.464530067858 (0.00366258503142),0.598889395776 (0.00723797296296),0.651152544576 (0.00655272957959),0.838530670845 (0.00820801848965),0.950487959187 (0.00528537083747),0.975091154589 (0.00319914163249),0.360467870309 (0.00789554462346),0.372107092205 (0.00771753582761),0.299978248616 (0.0073869357055),0.274694751392 (0.00669926810906),0.19772805138 (0.00453488525566),0.155545192776 (0.00379594987619),0.142159046573 (0.00304017300762),0.0016649723053 (0.000542849222415),1.03631844521 (0.109524920064)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
0.790716407857 (0.00559406552173),0.768953333333 (0.00456584420818),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420786142572 (0.0120112363382),0.310229923359 (0.00894873945371),0.200033327779 (0.00643372892608),0.173870150647 (0.00490441828226),0.111979201387 (0.0028782027341),0.0847073463402 (0.00222478841132),0.076679345908 (0.00178234236407),0.315012282763 (0.00658012148491),0.464248848679 (0.00381905788431),0.598568580238 (0.00851702106669),0.650371224604 (0.00651017778747),0.837723719668 (0.00766333484416),0.95048984887 (0.00538122407922),0.975188107323 (0.0032618988913),0.36024607216 (0.00776015019937),0.371873216927 (0.00734065241649),0.299825658568 (0.00803456639916),0.274359636393 (0.00645675795989),0.197539647019 (0.00455870785947),0.155545218082 (0.00378850855133),0.142173559241 (0.00305934043865),0.00145244598389 (0.000168307103662),1.21771264076 (0.140872222536)
0.790663588047 (0.00557989995968),0.768653333333 (0.0045651627694),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420919387075 (0.0118160156042),0.310229923359 (0.00911105463519),0.199966672221 (0.00648051779625),0.173843487535 (0.0048677524836),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.0766871887377 (0.00177230598818),0.315115322433 (0.006531220754),0.464243656367 (0.00404519454919),0.598367327164 (0.00871381799463),0.650273377245 (0.00632185052735),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975291146993 (0.00333528336822),0.360362283665 (0.00763219589367),0.371871564458 (0.00754233971025),0.299725519466 (0.00811081096398),0.274317729636 (0.00639496711379),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142188135438 (0.00304075403153),0.00140805244446 (0.00026812504645),0.554129076004 (0.0685841116077)
0.790746236266 (0.0055558673488),0.76912 (0.00470293525365),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420786142572 (0.0116358390111),0.310229923359 (0.00911105463519),0.2 (0.00638155168533),0.173950139981 (0.004803357887),0.112005866276 (0.00288344744561),0.0846984578463 (0.0022241491145),0.0766871887377 (0.00177230598818),0.315016214405 (0.0063813868981),0.464243656367 (0.00404519454919),0.59847565958 (0.00864192175107),0.650678453932 (0.00622775836508),0.837923712072 (0.00781312059782),0.950390740842 (0.00545814516011),0.975291146993 (0.00333528336822),0.360248615009 (0.00744761665286),0.371871564458 (0.00754233971025),0.299776551308 (0.00797232632471),0.274486559976 (0.00629360141083),0.197586700608 (0.00456938540557),0.155528904203 (0.00378756237708),0.142188135438 (0.00304075403153),0.00133781433105 (0.000252051286655),0.528416967392 (0.0769781487073)
0.705652052407 (0.00502135402176),0.932486666667 (0.00169739669952),GaussianNB(),0.261692205197 (0.0128108891051),0.210863045651 (0.00636934104737),0.158773537744 (0.0040577853705),0.141527796294 (0.00429234692177),0.101459902673 (0.0022610190708),0.0800675525532 (0.0019640554708),0.073408885926 (0.00191451810249),0.195880947529 (0.008171421426),0.315563516872 (0.00491286068503),0.475165775104 (0.00437368316538),0.529384483919 (0.00746040824635),0.759097740061 (0.0077065884309),0.898486220879 (0.00762532998096),0.933544595649 (0.00605708230981),0.224022801934 (0.0097451602358),0.252766649502 (0.00571678541903),0.237989994027 (0.00478974487827),0.223324182593 (0.00580204933973),0.178984748392 (0.00353467934587),0.147026092701 (0.00333693552695),0.136109159224 (0.00332001163221),0.00792579650879 (0.00117738612079),0.0384843826294 (0.00183420342303)
0.650794978964 (0.00677754432711),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.16508994004 (0.00783087821714),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927271515232 (0.00249818846846),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123658454329 (0.00666990951526),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693698063968 (0.00875241259926),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141382025331 (0.00706060605996),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.16357760272 (0.00400333064304),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),2.6676712513 (0.141764161112),0.770713615417 (0.0486386832153)
